sales_id,order_id,line_number,product_id,price_per_unit,quantity,total_price
4230,842,942,238,106,1,106
4559,908,943,238,106,2,212
366,82,944,239,106,3,318
959,196,945,239,106,3,318
2550,514,946,239,106,1,106
607,128,947,240,106,3,318
2858,572,948,240,106,2,212
3095,624,949,240,106,3,318
4185,834,950,240,106,3,318
4417,882,951,240,106,1,106
1202,249,952,241,106,1,106
1258,260,953,241,106,2,212
3765,751,954,241,106,1,106
4182,833,955,241,106,3,318
4678,937,956,241,106,2,212
30,6,957,242,106,1,106
486,107,958,242,106,2,212
2309,468,959,242,106,2,212
4668,935,960,242,106,3,318
1098,225,961,243,106,3,318
2166,437,962,243,106,2,212
1134,234,963,244,106,3,318
4980,995,964,244,106,1,106
1060,217,965,245,95,2,190
3417,689,966,245,95,2,190
137,29,967,246,95,2,190
711,152,968,246,95,1,95
1125,232,969,246,95,2,190
2413,490,970,246,95,3,285
1452,297,971,247,95,1,95
3991,794,972,247,95,2,190
495,109,973,248,95,3,285
1343,278,974,248,95,1,95
533,115,975,249,95,3,285
901,185,976,249,95,1,95
972,199,977,249,95,3,285
1002,206,978,249,95,1,95
3493,703,979,249,95,3,285
616,130,980,250,95,1,95
3119,629,981,250,95,2,190
4900,981,982,250,95,2,190
2625,526,983,251,95,3,285
3019,606,984,251,95,1,95
3076,619,985,251,95,3,285
3686,737,986,251,95,2,190
4087,813,987,251,95,3,285
4708,942,988,251,95,2,190
4996,998,989,251,95,3,285
1294,267,990,252,95,1,95
3436,693,991,252,95,3,285
1310,271,992,253,95,1,95
2089,420,993,253,95,2,190
2345,476,994,253,95,1,95
3215,647,995,253,95,2,190
964,197,996,254,95,3,285
1199,248,997,254,95,1,95
1549,317,998,254,95,3,285
2480,502,999,254,95,3,285
3802,759,1000,254,95,3,285
4864,973,1001,255,95,3,285
35,8,1002,256,95,2,190
855,177,1003,256,95,1,95
1929,387,1004,256,95,1,95
4643,929,1005,256,95,1,95
744,158,1006,257,95,2,190
856,177,1007,257,95,2,190
3218,648,1008,257,95,3,285
569,122,1009,258,95,1,95
3783,754,1010,258,95,1,95
4044,805,1011,258,95,2,190
4177,832,1012,258,95,1,95
514,112,1013,259,95,1,95
1161,240,1014,259,95,2,190
1769,358,1015,259,95,1,95
3834,766,1016,259,95,1,95
4086,813,1017,259,95,3,285
369,83,1018,260,95,2,190
527,114,1019,260,95,2,190
2059,415,1020,260,95,2,190
3690,738,1021,260,95,3,285
3863,773,1022,261,95,2,190
1037,213,1023,262,95,3,285
1200,248,1024,262,95,1,95
2277,462,1025,262,95,3,285
4669,935,1026,262,95,3,285
4797,962,1027,262,95,1,95
705,150,1028,263,95,3,285
1621,330,1029,263,95,1,95
2205,444,1030,263,95,1,95
2289,464,1031,263,95,2,190
3795,757,1032,263,95,1,95
1648,337,1033,264,95,2,190
1764,357,1034,264,95,2,190
2960,589,1035,265,95,3,285
3031,608,1036,265,95,3,285
3625,725,1037,265,95,3,285
564,121,1038,266,95,2,190
1478,301,1039,266,95,3,285
1860,374,1040,266,95,3,285
1995,401,1041,266,95,1,95
2123,427,1042,266,95,2,190
3803,759,1043,266,95,2,190
4839,969,1044,266,95,2,190
3138,633,1045,267,95,2,190
247,54,1046,268,95,1,95
1149,237,1047,268,95,2,190
1867,376,1048,268,95,3,285
3378,680,1049,268,95,2,190
4849,970,1050,268,95,2,190
476,105,1051,269,95,2,190
1592,324,1052,269,95,2,190
2160,435,1053,269,95,3,285
2566,517,1054,269,95,3,285
1970,395,1055,270,95,2,190
2065,416,1056,270,95,1,95
2136,429,1057,270,95,2,190
3085,621,1058,270,95,3,285
388,89,1059,271,95,1,95
3196,643,1060,271,95,2,190
3268,658,1061,271,95,1,95
3804,759,1062,271,95,3,285
4110,816,1063,271,95,1,95
874,180,1064,272,95,1,95
2151,434,1065,272,95,3,285
2943,587,1066,272,95,1,95
3435,693,1067,272,95,3,285
4082,813,1068,272,95,2,190
77,16,1069,273,95,1,95
2431,493,1070,274,95,1,95
2647,530,1071,274,95,2,190
3223,649,1072,274,95,2,190
3519,707,1073,274,95,3,285
783,164,1074,275,95,2,190
1847,372,1075,275,95,1,95
3338,672,1076,275,95,3,285
3398,685,1077,275,95,1,95
378,87,1078,276,95,1,95
2668,534,1079,276,95,3,285
4644,930,1080,276,95,3,285
1061,217,1081,277,95,3,285
2227,450,1082,277,95,3,285
2649,530,1083,277,95,2,190
3416,689,1084,277,95,2,190
4925,985,1085,277,95,2,190
379,87,1086,278,95,2,190
1919,385,1087,278,95,2,190
2155,434,1088,278,95,1,95
3003,601,1089,278,95,1,95
3389,682,1090,278,95,3,285
3652,732,1091,278,95,2,190
1067,219,1092,279,95,2,190
2032,409,1093,279,95,3,285
2678,538,1094,279,95,1,95
4189,835,1095,279,95,3,285
656,139,1096,280,105,1,105
2950,588,1097,281,105,1,105
4305,858,1098,281,105,3,315
929,191,1099,282,105,1,105
1634,334,1100,282,105,2,210
2769,555,1101,282,105,2,210
3257,656,1102,282,105,3,315
1931,387,1103,283,105,2,210
2957,589,1104,283,105,2,210
3972,792,1105,283,105,2,210
4211,839,1106,283,105,1,105
4825,967,1107,283,105,1,105
4846,970,1108,283,105,2,210
2468,500,1109,284,105,2,210
84,18,1110,285,105,1,105
1390,286,1111,285,105,3,315
1516,312,1112,285,105,2,210
4234,843,1113,285,105,1,105
2243,454,1114,286,105,2,210
2748,549,1115,286,105,3,315
4261,848,1116,286,105,3,315
709,151,1117,287,105,3,315
1422,291,1118,287,105,2,210
2307,468,1119,287,105,1,105
4077,811,1120,287,105,3,315
1069,219,1121,288,105,1,105
1380,283,1122,288,105,1,105
1770,358,1123,288,105,2,210
4811,965,1124,288,105,2,210
1270,263,1125,289,105,3,315
2907,581,1126,290,105,2,210
3816,762,1127,290,105,3,315
4637,928,1128,290,105,1,105
66,15,1129,291,105,2,210
1663,339,1130,291,105,1,105
1836,371,1131,291,105,2,210
2643,529,1132,291,105,2,210
3847,768,1133,291,105,3,315
4004,797,1134,292,105,3,315
4123,820,1135,292,105,2,210
4672,936,1136,292,105,3,315
1273,263,1137,293,105,1,105
3963,790,1138,293,105,2,210
4569,910,1139,293,105,2,210
4804,963,1140,293,105,3,315
4865,974,1141,293,105,2,210
2992,596,1142,294,105,1,105
3222,649,1143,294,105,3,315
4164,829,1144,294,105,2,210
684,144,1145,295,105,3,315
3898,780,1146,295,105,2,210
3421,690,1147,296,105,3,315
3539,711,1148,296,105,1,105
72,16,1149,297,105,2,210
2637,528,1150,297,105,2,210
100,21,1151,298,105,2,210
1165,240,1152,298,105,3,315
1295,267,1153,298,105,2,210
2855,571,1154,299,105,3,315
4963,992,1155,299,105,1,105
891,183,1156,300,105,3,315
3273,660,1157,301,105,2,210
3659,734,1158,301,105,2,210
117,27,1159,302,105,2,210
165,35,1160,302,105,1,105
4755,953,1161,302,105,1,105
4923,984,1162,302,105,3,315
4931,986,1163,302,105,3,315
946,194,1164,303,105,3,315
1055,216,1165,303,105,1,105
1916,384,1166,303,105,2,210
2766,553,1167,303,105,1,105
4802,963,1168,303,105,1,105
3423,690,1169,304,105,1,105
4746,952,1170,304,105,2,210
4756,953,1171,304,105,1,105
1983,399,1172,305,105,3,315
2240,453,1173,305,105,1,105
2793,559,1174,305,105,2,210
3292,663,1175,305,105,1,105
4895,980,1176,305,105,3,315
504,111,1177,306,105,1,105
960,196,1178,306,105,2,210
2051,413,1179,306,105,3,315
2103,423,1180,306,105,3,315
2229,450,1181,306,105,3,315
433,97,1182,307,105,3,315
861,178,1183,307,105,1,105
2018,407,1184,307,105,2,210
4935,987,1185,307,105,1,105
1496,305,1186,308,105,2,210
1722,350,1187,308,105,1,105
2169,437,1188,308,105,3,315
3857,772,1189,308,105,3,315
2972,592,1190,309,105,1,105
4056,808,1191,309,105,2,210
4563,909,1192,309,105,3,315
597,126,1193,310,105,3,315
2156,434,1194,310,105,3,315
2512,507,1195,310,105,3,315
3644,730,1196,310,105,3,315
322,74,1197,311,105,2,210
3103,625,1198,311,105,2,210
3109,628,1199,311,105,2,210
3362,676,1200,311,105,2,210
3366,677,1201,311,105,2,210
3785,755,1202,311,105,3,315
3809,760,1203,311,105,2,210
593,126,1204,312,105,2,210
2313,469,1205,312,105,2,210
2863,573,1206,312,105,3,315
3294,664,1207,312,105,1,105
1155,238,1208,313,105,3,315
1304,270,1209,313,105,2,210
2118,425,1210,313,105,3,315
4783,960,1211,313,105,3,315
829,171,1212,314,105,2,210
1717,350,1213,314,105,3,315
2043,412,1214,314,105,1,105
2918,583,1215,314,105,2,210
3481,701,1216,314,105,2,210
3656,733,1217,314,105,3,315
89,19,1218,316,109,2,218
218,46,1219,316,109,3,327
273,61,1220,316,109,2,218
905,186,1221,316,109,2,218
1859,374,1222,316,109,3,327
2860,572,1223,316,109,3,327
3094,624,1224,316,109,1,109
4732,949,1225,316,109,3,327
186,39,1226,317,109,2,218
1030,212,1227,317,109,3,327
1252,259,1228,317,109,1,109
1437,293,1229,317,109,1,109
1512,311,1230,317,109,2,218
2009,405,1231,317,109,3,327
4131,821,1232,317,109,2,218
4909,982,1233,317,109,2,218
895,184,1234,318,109,2,218
1097,225,1235,318,109,3,327
1289,266,1236,318,109,2,218
2259,458,1237,319,109,3,327
3484,701,1238,319,109,3,327
4847,970,1239,319,109,1,109
3197,643,1240,320,109,1,109
106,22,1241,321,109,3,327
1362,281,1242,321,109,1,109
2910,582,1243,321,109,2,218
3865,774,1244,321,109,1,109
4420,882,1245,321,109,2,218
4995,998,1246,321,109,2,218
153,33,1247,322,109,3,327
609,128,1248,322,109,2,218
2911,582,1249,322,109,1,109
149,32,1250,323,109,1,109
2453,498,1251,323,109,2,218
4889,978,1252,323,109,1,109
75,16,1253,324,109,3,327
1746,354,1254,324,109,1,109
4590,916,1255,324,109,1,109
4858,972,1256,324,109,1,109
43,10,1257,325,109,3,327
140,30,1258,325,109,2,218
996,204,1259,325,109,2,218
2144,431,1260,325,109,1,109
3121,630,1261,325,109,3,327
4916,983,1262,325,109,3,327
3554,713,1263,326,109,2,218
4795,962,1264,326,109,3,327
4818,966,1265,326,109,2,218
276,63,1266,327,109,3,327
1009,207,1267,327,109,3,327
1768,358,1268,327,109,2,218
2916,583,1269,327,109,2,218
604,127,1270,328,109,2,218
1096,225,1271,328,109,2,218
2134,428,1272,328,109,2,218
2933,585,1273,328,109,1,109
3371,678,1274,328,109,1,109
4169,830,1275,328,109,2,218
840,175,1276,329,109,1,109
2372,481,1277,329,109,1,109
2400,487,1278,329,109,1,109
200,42,1279,330,109,1,109
3454,697,1280,330,109,1,109
4947,989,1281,330,109,1,109
2310,468,1282,331,109,3,327
3556,714,1283,331,109,3,327
4011,799,1284,331,109,3,327
4496,897,1285,331,109,1,109
461,102,1286,332,109,3,327
2452,497,1287,332,109,3,327
4037,804,1288,332,109,1,109
4852,971,1289,332,109,1,109
191,40,1290,333,109,2,218
1168,241,1291,333,109,2,218
3374,679,1292,333,109,2,218
3753,750,1293,333,109,1,109
1832,370,1294,334,109,1,109
2948,588,1295,334,109,1,109
3333,671,1296,335,109,1,109
3351,674,1297,335,109,2,218
3841,767,1298,335,109,3,327
4248,845,1299,335,109,3,327
1720,350,1300,336,109,1,109
2491,503,1301,336,109,2,218
2805,562,1302,336,109,2,218
3239,651,1303,336,109,2,218
4329,864,1304,336,109,2,218
2714,544,1305,337,109,1,109
182,39,1306,338,109,2,218
230,50,1307,339,109,1,109
2376,481,1308,339,109,3,327
2412,489,1309,339,109,1,109
3415,689,1310,339,109,2,218
4966,993,1311,339,109,1,109
554,120,1312,340,109,2,218
1004,206,1313,340,109,2,218
1157,238,1314,340,109,1,109
3487,702,1315,341,109,1,109
4095,814,1316,342,109,2,218
4820,966,1317,342,109,1,109
1450,296,1318,343,109,2,218
2627,526,1319,343,109,2,218
2661,532,1320,343,109,1,109
3080,620,1321,343,109,2,218
3332,671,1322,343,109,3,327
1727,351,1323,344,109,3,327
2666,533,1324,344,109,3,327
2736,546,1325,344,109,1,109
213,45,1326,345,109,3,327
425,96,1327,345,109,2,218
819,170,1328,345,109,1,109
4592,917,1329,345,109,1,109
2557,515,1330,346,109,1,109
88,19,1331,347,109,2,218
725,154,1332,347,109,1,109
3005,601,1333,347,109,2,218
1076,221,1334,348,109,2,218
1251,258,1335,348,109,3,327
1579,322,1336,348,109,1,109
483,107,1337,349,109,2,218
1498,307,1338,349,109,1,109
1706,348,1339,349,109,3,327
1708,348,1340,349,109,2,218
3597,719,1341,349,109,3,327
1506,309,1342,350,94,2,188
1805,366,1343,350,94,3,282
2497,504,1344,350,94,1,94
2629,527,1345,350,94,3,282
2720,544,1346,350,94,2,188
2784,557,1347,350,94,3,282
2680,538,1348,351,94,3,282
2945,587,1349,351,94,3,282
4175,831,1350,351,94,2,188
4350,869,1351,351,94,2,188
580,124,1352,352,94,2,188
2733,546,1353,352,94,3,282
447,99,1354,353,94,2,188
3093,623,1355,353,94,2,188
4885,977,1356,353,94,1,94
1828,370,1357,354,94,1,94
2609,523,1358,354,94,1,94
4878,976,1359,354,94,1,94
1269,263,1360,355,94,1,94
2727,545,1361,355,94,1,94
2301,467,1362,356,94,1,94
3510,706,1363,356,94,1,94
3946,787,1364,356,94,2,188
4067,810,1365,356,94,1,94
4450,887,1366,356,94,2,188
818,170,1367,357,94,1,94
1586,323,1368,357,94,3,282
2925,584,1369,357,94,1,94
3692,738,1370,357,94,2,188
4448,886,1371,357,94,2,188
1645,336,1372,358,94,1,94
2391,486,1373,358,94,3,282
2770,555,1374,358,94,2,188
890,183,1375,359,94,2,188
2394,486,1376,359,94,1,94
4462,890,1377,359,94,3,282
4722,947,1378,359,94,1,94
119,27,1379,360,94,1,94
278,63,1380,360,94,2,188
545,118,1381,360,94,1,94
866,179,1382,360,94,2,188
896,185,1383,360,94,3,282
1064,218,1384,360,94,1,94
579,123,1385,361,94,3,282
2622,525,1386,361,94,2,188
3097,624,1387,361,94,3,282
3236,651,1388,361,94,2,188
4427,883,1389,361,94,1,94
4681,938,1390,361,94,3,282
4967,993,1391,361,94,3,282
1034,212,1392,362,94,3,282
3609,722,1393,362,94,2,188
3997,796,1394,362,94,2,188
1363,281,1395,363,94,3,282
2119,425,1396,363,94,3,282
2167,437,1397,363,94,1,94
2443,495,1398,363,94,2,188
3409,688,1399,363,94,1,94
4152,827,1400,363,94,1,94
340,77,1401,364,94,1,94
1225,252,1402,364,94,3,282
1282,265,1403,364,94,1,94
1794,364,1404,365,94,2,188
2308,468,1405,365,94,1,94
3849,769,1406,365,94,2,188
4527,902,1407,365,94,1,94
2638,528,1408,366,94,2,188
2838,568,1409,366,94,1,94
4505,898,1410,366,94,1,94
3210,646,1411,367,94,3,282
4796,962,1412,367,94,2,188
205,44,1413,368,94,2,188
2344,476,1414,368,94,2,188
4268,850,1415,368,94,2,188
2257,458,1416,369,94,2,188
4754,953,1417,369,94,2,188
4920,984,1418,369,94,3,282
537,116,1419,370,94,1,94
954,195,1420,370,94,2,188
1052,216,1421,370,94,1,94
1853,373,1422,370,94,1,94
371,84,1423,371,94,3,282
400,91,1424,371,94,1,94
945,194,1425,371,94,1,94
3255,655,1426,371,94,1,94
779,163,1427,372,94,1,94
1296,267,1428,372,94,3,282
2879,577,1429,372,94,2,188
3020,606,1430,372,94,3,282
3079,620,1431,372,94,1,94
3872,776,1432,372,94,2,188
3981,793,1433,372,94,1,94
4573,911,1434,372,94,2,188
453,100,1435,373,94,2,188
1083,223,1436,373,94,1,94
629,133,1437,374,94,3,282
4228,842,1438,374,94,3,282
4232,843,1439,374,94,3,282
2807,562,1440,375,94,3,282
3346,674,1441,375,94,1,94
3373,679,1442,375,94,2,188
3602,720,1443,375,94,1,94
4258,848,1444,375,94,1,94
641,135,1445,376,94,1,94
1926,387,1446,376,94,3,282
2319,471,1447,376,94,3,282
3460,698,1448,376,94,2,188
4773,956,1449,377,94,2,188
1684,343,1450,378,94,2,188
2023,408,1451,378,94,3,282
3676,736,1452,378,94,2,188
4058,808,1453,378,94,3,282
374,85,1454,379,94,1,94
1754,355,1455,379,94,1,94
2422,492,1456,379,94,3,282
2964,590,1457,379,94,2,188
4191,835,1458,379,94,3,282
4981,996,1459,379,94,3,282
701,149,1460,380,94,2,188
1822,369,1461,380,94,1,94
2202,443,1462,380,94,2,188
2980,593,1463,380,94,1,94
3968,791,1464,380,94,1,94
4684,938,1465,380,94,1,94
70,16,1466,381,94,3,282
844,175,1467,381,94,3,282
1112,228,1468,381,94,2,188
4987,996,1469,381,94,1,94
1094,225,1470,382,94,1,94
2244,454,1471,382,94,2,188
2599,521,1472,382,94,3,282
3754,750,1473,382,94,1,94
4649,932,1474,382,94,3,282
4688,939,1475,382,94,2,188
653,138,1476,383,94,2,188
1656,338,1477,383,94,2,188
1660,339,1478,383,94,2,188
1692,346,1479,383,94,1,94
3136,633,1480,383,94,3,282
3891,779,1481,383,94,1,94
4421,882,1482,383,94,3,282
4707,942,1483,383,94,3,282
598,127,1484,384,94,3,282
2741,547,1485,384,94,1,94
3116,628,1486,384,94,3,282
4904,981,1487,384,94,2,188
474,104,1488,385,119,1,119
1558,319,1489,385,119,1,119
1718,350,1490,385,119,3,357
1766,358,1491,385,119,3,357
2698,541,1492,385,119,1,119
3063,615,1493,385,119,1,119
3242,652,1494,386,119,2,238
680,143,1495,387,119,1,119
1825,370,1496,387,119,2,238
4798,962,1497,387,119,3,357
482,107,1498,388,119,1,119
2966,590,1499,388,119,1,119
3311,668,1500,388,119,2,238
4490,896,1501,388,119,2,238
4948,989,1502,388,119,2,238
1175,243,1503,389,119,1,119
1651,337,1504,389,119,1,119
2441,494,1505,389,119,3,357
4646,930,1506,389,119,2,238
336,77,1507,390,119,3,357
931,192,1508,390,119,3,357
1303,270,1509,390,119,1,119
1596,326,1510,390,119,2,238
4630,927,1511,390,119,3,357
4698,940,1512,390,119,2,238
1792,363,1513,391,119,2,238
2583,519,1514,391,119,2,238
454,100,1515,392,119,3,357
1381,283,1516,392,119,3,357
1997,401,1517,392,119,1,119
1893,380,1518,393,119,3,357
4767,955,1519,393,119,1,119
494,108,1520,394,119,3,357
3653,733,1521,394,119,1,119
3773,753,1522,394,119,1,119
3799,758,1523,394,119,3,357
325,75,1524,395,119,3,357
426,96,1525,395,119,1,119
558,120,1526,395,119,3,357
1403,288,1527,395,119,1,119
2374,481,1528,395,119,2,238
2876,576,1529,395,119,1,119
4454,888,1530,395,119,2,238
939,193,1531,396,119,2,238
1277,264,1532,396,119,3,357
1739,353,1533,396,119,1,119
1956,393,1534,396,119,2,238
2486,502,1535,396,119,3,357
3697,740,1536,396,119,3,357
1218,252,1537,397,119,2,238
1756,356,1538,397,119,3,357
2135,429,1539,397,119,2,238
3528,709,1540,397,119,1,119
3926,784,1541,397,119,1,119
3945,787,1542,397,119,1,119
4027,801,1543,397,119,3,357
4309,858,1544,397,119,1,119
2789,558,1545,398,119,1,119
3859,773,1546,398,119,2,238
4061,809,1547,398,119,3,357
4091,814,1548,398,119,3,357
1487,303,1549,399,119,3,357
1514,311,1550,399,119,1,119
2026,408,1551,399,119,2,238
2562,516,1552,399,119,1,119
2751,550,1553,399,119,1,119
4034,803,1554,399,119,1,119
4677,936,1555,399,119,3,357
1166,241,1556,400,119,2,238
2180,439,1557,400,119,1,119
2348,476,1558,400,119,2,238
2518,508,1559,400,119,3,357
4311,859,1560,400,119,1,119
4634,928,1561,400,119,1,119
510,112,1562,401,119,2,238
2932,585,1563,401,119,2,238
3446,695,1564,401,119,2,238
3877,777,1565,401,119,3,357
4019,800,1566,401,119,2,238
3147,634,1567,402,119,2,238
3903,780,1568,402,119,1,119
4882,976,1569,402,119,1,119
1008,207,1570,403,119,1,119
4832,968,1571,403,119,3,357
4843,970,1572,403,119,3,357
2961,589,1573,404,119,1,119
539,117,1574,405,119,2,238
1943,390,1575,405,119,3,357
2004,403,1576,405,119,3,357
2597,521,1577,405,119,1,119
3049,613,1578,405,119,1,119
3052,613,1579,405,119,2,238
3741,748,1580,405,119,2,238
4673,936,1581,405,119,3,357
899,185,1582,406,119,3,357
1505,309,1583,406,119,1,119
2692,540,1584,406,119,2,238
3780,754,1585,406,119,3,357
4514,900,1586,406,119,1,119
139,30,1587,407,119,2,238
383,88,1588,407,119,1,119
633,134,1589,407,119,2,238
2109,424,1590,407,119,1,119
3229,650,1591,407,119,2,238
4445,886,1592,407,119,3,357
878,182,1593,408,119,2,238
2295,465,1594,408,119,1,119
1674,341,1595,409,119,1,119
1750,354,1596,409,119,2,238
2434,494,1597,409,119,3,357
2476,501,1598,409,119,3,357
2813,563,1599,409,119,1,119
3896,779,1600,409,119,2,238
4226,841,1601,409,119,2,238
749,159,1602,410,119,3,357
2040,411,1603,410,119,1,119
3039,610,1604,410,119,3,357
142,30,1605,411,119,2,238
900,185,1606,411,119,2,238
2447,496,1607,411,119,3,357
2935,586,1608,411,119,2,238
3212,646,1609,411,119,3,357
1022,210,1610,412,119,3,357
4510,899,1611,412,119,2,238
831,172,1612,413,119,1,119
2505,505,1613,413,119,2,238
2537,510,1614,413,119,2,238
3078,620,1615,413,119,3,357
3132,632,1616,413,119,2,238
3220,649,1617,413,119,3,357
4307,858,1618,413,119,3,357
1550,317,1619,414,119,2,238
1801,365,1620,414,119,2,238
419,95,1621,415,119,3,357
1046,214,1622,415,119,1,119
1928,387,1623,415,119,1,119
2387,483,1624,415,119,1,119
2631,527,1625,415,119,2,238
3101,625,1626,415,119,2,238
3444,694,1627,415,119,3,357
4653,933,1628,415,119,2,238
1077,221,1629,416,119,3,357
1453,297,1630,416,119,2,238
1675,341,1631,416,119,3,357
3083,621,1632,416,119,1,119
4815,966,1633,416,119,3,357
2856,571,1634,417,119,3,357
2968,592,1635,417,119,1,119
3472,699,1636,417,119,2,238
4370,873,1637,418,119,1,119
4679,937,1638,418,119,3,357
2723,545,1639,419,119,1,119
3558,714,1640,419,119,2,238
3874,776,1641,419,119,2,238
622,132,1642,420,107,1,107
1327,275,1643,420,107,2,214
1531,313,1644,420,107,2,214
2114,424,1645,420,107,3,321
4533,903,1646,420,107,3,321
1601,327,1647,421,107,1,107
4377,874,1648,421,107,1,107
4636,928,1649,421,107,1,107
1405,289,1650,422,107,1,107
2001,401,1651,422,107,3,321
2267,460,1652,422,107,2,214
2721,545,1653,422,107,3,321
3068,616,1654,422,107,3,321
3377,680,1655,422,107,3,321
4366,872,1656,422,107,2,214
4689,939,1657,422,107,1,107
698,149,1658,423,107,1,107
3283,662,1659,424,107,1,107
785,164,1660,425,107,3,321
1264,261,1661,425,107,1,107
2225,449,1662,425,107,1,107
2494,504,1663,425,107,1,107
45,10,1664,426,107,3,321
420,95,1665,426,107,2,214
4192,836,1666,426,107,2,214
4622,926,1667,426,107,2,214
1370,282,1668,427,107,2,214
2218,447,1669,427,107,3,321
4613,923,1670,427,107,3,321
655,139,1671,428,107,1,107
1019,209,1672,428,107,2,214
1688,345,1673,428,107,1,107
4435,884,1674,428,107,3,321
234,50,1675,429,107,1,107
1177,244,1676,429,107,3,321
3154,635,1677,429,107,2,214
3822,763,1678,429,107,2,214
4372,873,1679,429,107,1,107
120,27,1680,430,107,1,107
798,166,1681,430,107,3,321
1025,211,1682,430,107,2,214
4338,867,1683,430,107,2,214
438,98,1684,431,107,2,214
923,190,1685,431,107,3,321
1950,391,1686,431,107,3,321
3649,731,1687,431,107,2,214
4088,813,1688,431,107,3,321
4303,857,1689,431,107,2,214
2605,522,1690,433,107,3,321
2900,580,1691,433,107,2,214
404,92,1692,434,107,3,321
2366,479,1693,434,107,1,107
2899,579,1694,434,107,1,107
3591,719,1695,434,107,2,214
300,68,1696,436,107,2,214
2079,418,1697,436,107,1,107
754,160,1698,437,107,2,214
1235,255,1699,437,107,2,214
2445,496,1700,437,107,1,107
2687,539,1701,437,107,1,107
3751,750,1702,437,107,2,214
3998,796,1703,437,107,1,107
4275,851,1704,437,107,1,107
4392,877,1705,437,107,2,214
733,156,1706,438,107,2,214
806,168,1707,439,107,1,107
3265,658,1708,439,107,2,214
3461,698,1709,439,107,1,107
3664,734,1710,439,107,3,321
4304,858,1711,439,107,2,214
1900,381,1712,440,107,3,321
1920,385,1713,440,107,2,214
1939,389,1714,440,107,2,214
2634,527,1715,440,107,3,321
4371,873,1716,440,107,1,107
4620,925,1717,440,107,1,107
4723,947,1718,440,107,1,107
2087,420,1719,441,107,1,107
4522,901,1720,441,107,1,107
4690,939,1721,441,107,2,214
4973,994,1722,441,107,3,321
373,85,1723,442,107,1,107
739,157,1724,442,107,1,107
2885,578,1725,442,107,2,214
3585,718,1726,442,107,3,321
3823,764,1727,442,107,2,214
4466,891,1728,442,107,3,321
1419,291,1729,443,107,3,321
3187,642,1730,443,107,1,107
3671,735,1731,443,107,3,321
3853,771,1732,443,107,2,214
416,95,1733,444,107,1,107
594,126,1734,444,107,2,214
825,171,1735,444,107,3,321
1584,323,1736,444,107,1,107
3203,645,1737,444,107,2,214
1159,239,1738,445,107,3,321
4368,872,1739,445,107,2,214
4609,923,1740,445,107,2,214
1126,232,1741,447,107,2,214
2195,441,1742,447,107,3,321
2265,460,1743,447,107,2,214
2929,585,1744,447,107,2,214
4834,968,1745,447,107,3,321
3054,613,1746,448,107,3,321
3842,767,1747,448,107,2,214
4101,815,1748,448,107,2,214
868,179,1749,449,107,3,321
1089,224,1750,449,107,2,214
1188,246,1751,450,107,2,214
2440,494,1752,450,107,2,214
2947,587,1753,450,107,1,107
3548,712,1754,450,107,3,321
4863,973,1755,450,107,2,214
268,60,1756,451,107,3,321
981,201,1757,451,107,2,214
1659,339,1758,451,107,1,107
2041,411,1759,451,107,2,214
2844,570,1760,451,107,1,107
3349,674,1761,451,107,1,107
3820,763,1762,451,107,2,214
86,18,1763,452,107,1,107
327,76,1764,452,107,1,107
1631,333,1765,452,107,3,321
4936,987,1766,452,107,2,214
116,26,1767,453,107,1,107
298,67,1768,453,107,2,214
3156,635,1769,453,107,3,321
3452,696,1770,453,107,3,321
4047,805,1771,453,107,2,214
4656,934,1772,453,107,2,214
2116,424,1773,454,107,1,107
3199,644,1774,454,107,2,214
3420,690,1775,454,107,1,107
3153,635,1776,455,118,1,118
3206,645,1777,455,118,2,236
3449,695,1778,455,118,2,236
4712,943,1779,455,118,1,118
2283,463,1780,456,118,3,354
2931,585,1781,456,118,3,354
3238,651,1782,456,118,1,118
229,50,1783,457,118,3,354
1565,321,1784,457,118,2,236
2525,509,1785,457,118,2,236
2849,570,1786,457,118,1,118
3058,614,1787,457,118,1,118
3455,697,1788,457,118,3,354
4714,945,1789,457,118,1,118
413,94,1790,458,118,3,354
448,100,1791,458,118,2,236
2654,530,1792,458,118,2,236
3168,638,1793,458,118,3,354
3194,643,1794,458,118,3,354
3917,783,1795,458,118,2,236
1355,280,1796,459,118,1,118
2256,458,1797,459,118,3,354
2776,556,1798,459,118,2,236
1650,337,1799,460,118,2,236
3165,638,1800,460,118,1,118
4109,816,1801,460,118,1,118
685,144,1802,461,118,2,236
144,30,1803,462,118,3,354
543,117,1804,462,118,3,354
1286,265,1805,462,118,1,118
4610,923,1806,462,118,3,354
80,17,1807,463,118,1,118
875,181,1808,463,118,1,118
1412,289,1809,463,118,2,236
3274,660,1810,463,118,2,236
1793,364,1811,464,118,3,354
289,66,1812,465,118,2,236
1781,361,1813,465,118,3,354
2153,434,1814,465,118,2,236
2568,517,1815,465,118,3,354
2590,520,1816,465,118,2,236
3665,734,1817,465,118,3,354
4567,910,1818,465,118,3,354
1448,296,1819,466,118,3,354
1687,344,1820,466,118,3,354
2429,493,1821,466,118,3,354
2659,531,1822,466,118,2,236
4446,886,1823,466,118,3,354
4896,980,1824,466,118,2,236
316,73,1825,467,118,3,354
2984,593,1826,467,118,3,354
809,169,1827,468,118,3,354
252,56,1828,469,118,1,118
